Index;metier;sexe;enfant_conduite_accompagne;tranche_revenus;usage_vehicule;type_vehicule;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;formule;Tranche_age;Tranche_tarif_devis
843;"professeur des écoles des écoles";"F";False;"100k +";"Private";"Minivan";0;17;"Highly Urban/ Urban";2022-04-15 20:51:21,000;"complet";"dev_integral";"25 - 40";"300 - 399"
853;"attaché de presse";"F";False;"40k - 60k";"Private";"z_SUV";0;1;"Highly Urban/ Urban";2022-04-03 06:07:12,000;"complet";"dev_integral";"60 - 80";"300 - 399"
861;"charpentier bois";"M";False;"40k - 60k";"Commercial";"Van";0;7;"Highly Urban/ Urban";2022-01-03 08:30:44,000;"complet";"dev_integral";"40 - 60";"300 - 399"
863;"bibliothécaire";"F";False;"20k - 40k";"Private";"Minivan";0;10;"Highly Urban/ Urban";2022-03-07 22:55:06,000;"complet";"dev_integral";"80";"300 - 399"
865;"consultant en conduite de changement";"M";False;"60k - 80k";"Commercial";"z_SUV";0;13;"Highly Urban/ Urban";2022-05-04 07:09:25,000;"complet";"dev_integral";"60 - 80";"300 - 399"
871;"éditeur";"F";False;"60k - 80k";"Private";"Sports Car";0;0;"Highly Urban/ Urban";2022-05-26 01:56:50,000;"complet";"dev_integral";"60 - 80";"300 - 399"
874;"éducateur sportif sportive";"M";False;"80k - 100k";"Private";"Pickup";0;9;"Highly Urban/ Urban";2022-05-11 12:25:23,000;"complet";"dev_integral";"40 - 60";"300 - 399"
891;"serrurier dépanneur dépanneuse";"F";False;"100k +";"Private";"Minivan";0;19;"Highly Urban/ Urban";2022-03-22 00:59:26,000;"complet";"dev_integral";"40 - 60";"300 - 399"
900;"community manager";"F";False;"0 - 20 k";"Private";"Pickup";0;6;"Highly Urban/ Urban";2022-02-08 16:14:23,000;"complet";"dev_integral";"40 - 60";"300 - 399"
905;"agent de développement des énergies renouvelables";"F";False;"40k - 60k";"Commercial";"z_SUV";0;8;"z_Highly Rural/ Rural";2022-03-25 10:32:38,000;"complet";"dev_integral";"40 - 60";"300 - 399"
910;"secrétaire d'édition";"M";False;"60k - 80k";"Private";"Minivan";0;9;"Highly Urban/ Urban";2022-01-24 09:56:28,000;"complet";"dev_integral";"40 - 60";"300 - 399"
924;"technicien radioprotection";"F";False;"100k +";"Private";"Minivan";0;0;"Highly Urban/ Urban";2022-03-18 02:48:43,000;"complet";"dev_integral";"60 - 80";"300 - 399"
944;"ingénieur process aval";"F";False;"0 - 20 k";"Private";"z_SUV";0;12;"Highly Urban/ Urban";2022-04-03 21:09:12,000;"complet";"dev_integral";"40 - 60";"300 - 399"
951;"géologue";"F";True;"100k +";"Private";"Minivan";0;20;"Highly Urban/ Urban";2022-03-18 14:59:17,000;"complet";"dev_integral";"40 - 60";"300 - 399"
955;"chargé de recherche en recrutement";"M";False;"100k +";"Private";"Sports Car";0;0;"Highly Urban/ Urban";2022-04-04 23:29:25,000;"complet";"dev_integral";"";"300 - 399"
962;"scénariste";"F";False;"80k - 100k";"Commercial";"Van";0;18;"Highly Urban/ Urban";2022-02-25 17:52:57,000;"complet";"dev_integral";"60 - 80";"300 - 399"
966;"secrétaire de rédaction";"F";False;"20k - 40k";"Private";"Minivan";0;7;"Highly Urban/ Urban";2022-04-06 16:10:26,000;"complet";"dev_integral";"25 - 40";"300 - 399"
973;"fleuriste";"M";False;"60k - 80k";"Commercial";"Pickup";0;1;"Highly Urban/ Urban";2022-04-16 09:07:42,000;"complet";"dev_integral";"";"300 - 399"
979;"auxiliaire de puériculture";"F";False;"40k - 60k";"Commercial";"Sports Car";0;1;"Highly Urban/ Urban";2022-01-14 13:28:08,000;"complet";"dev_integral";"";"300 - 399"
988;"gestionnaire de contrats d'assurance";"F";False;"0 - 20 k";"Private";"z_SUV";0;5;"z_Highly Rural/ Rural";2022-04-22 23:48:41,000;"complet";"dev_integral";"80";"300 - 399"
990;"audioprothésiste";"F";False;"0 - 20 k";"Private";"z_SUV";0;0;"Highly Urban/ Urban";2022-02-25 10:22:07,000;"complet";"dev_integral";"40 - 60";"300 - 399"
1009;"boucher";"M";False;"80k - 100k";"Private";"z_SUV";0;0;"Highly Urban/ Urban";2022-05-22 23:11:47,000;"complet";"dev_integral";"40 - 60";"300 - 399"
1036;"statisticien";"M";False;"40k - 60k";"Commercial";"z_SUV";0;8;"Highly Urban/ Urban";2022-01-29 23:53:38,000;"complet";"dev_integral";"80";"300 - 399"
1038;"architecte produit industriel";"M";False;"0 - 20 k";"Commercial";"Minivan";0;8;"Highly Urban/ Urban";2022-05-04 21:53:46,000;"complet";"dev_integral";"18 - 25";"300 - 399"
1040;"conseiller pénitentiaire d'insertion et de probation";"M";False;"60k - 80k";"Commercial";"Panel Truck";0;1;"Highly Urban/ Urban";2022-01-27 10:59:23,000;"complet";"dev_integral";"60 - 80";"300 - 399"
1042;"installateur en télécoms";"F";False;"60k - 80k";"Commercial";"Minivan";0;1;"z_Highly Rural/ Rural";2022-05-25 04:29:27,000;"complet";"dev_integral";"60 - 80";"300 - 399"
1044;"expert automobile";"F";False;"40k - 60k";"Commercial";"Pickup";0;1;"Highly Urban/ Urban";2022-04-22 03:55:30,000;"complet";"dev_integral";"";"300 - 399"
1054;"psychologue de l'éducation nationale spécialité éducation, développement et conseil en orientation scolaire et professionnelle";"F";False;"100k +";"Private";"Van";0;12;"Highly Urban/ Urban";2022-01-25 22:15:40,000;"complet";"dev_integral";"";"300 - 399"
1057;"agent de sécurité";"M";True;"100k +";"Commercial";"Van";0;11;"z_Highly Rural/ Rural";2022-03-24 05:03:13,000;"complet";"dev_integral";"40 - 60";"300 - 399"
1066;"chargé de pharmacovigilance";"M";False;"100k +";"Private";"Minivan";0;15;"Highly Urban/ Urban";2022-03-09 20:30:13,000;"complet";"dev_integral";"60 - 80";"300 - 399"
1072;"costumier";"F";False;"40k - 60k";"Private";"z_SUV";0;14;"Highly Urban/ Urban";2022-03-15 18:00:50,000;"complet";"dev_integral";"18 - 25";"300 - 399"
1074;"botaniste";"M";False;"20k - 40k";"Private";"Pickup";0;1;"Highly Urban/ Urban";2022-02-18 02:05:10,000;"complet";"dev_integral";"60 - 80";"300 - 399"
1076;"barman";"F";False;"60k - 80k";"Commercial";"Pickup";0;6;"z_Highly Rural/ Rural";2022-04-07 03:39:34,000;"complet";"dev_integral";"40 - 60";"300 - 399"
1077;"responsable des ressources humaines";"F";False;"80k - 100k";"Commercial";"Panel Truck";0;16;"z_Highly Rural/ Rural";2022-04-03 15:51:47,000;"complet";"dev_integral";"40 - 60";"300 - 399"
1078;"facteur d'instruments";"F";True;"0 - 20 k";"Commercial";"Pickup";0;19;"Highly Urban/ Urban";2022-03-01 20:07:46,000;"complet";"dev_integral";"";"300 - 399"
1087;"officier de police";"F";False;"80k - 100k";"Commercial";"z_SUV";0;9;"Highly Urban/ Urban";2022-05-29 18:16:36,000;"complet";"dev_integral";"40 - 60";"300 - 399"
1098;"sapeur-pompier";"F";False;"40k - 60k";"Private";"Minivan";0;16;"Highly Urban/ Urban";2022-05-20 22:56:51,000;"complet";"dev_integral";"60 - 80";"300 - 399"
1099;"consultant en validation";"F";False;"40k - 60k";"Private";"Pickup";0;10;"Highly Urban/ Urban";2022-04-29 03:01:32,000;"complet";"dev_integral";"40 - 60";"300 - 399"
1104;"technicien de contrôle";"M";False;"80k - 100k";"Private";"Sports Car";0;9;"Highly Urban/ Urban";2022-05-24 09:52:40,000;"complet";"dev_integral";"18 - 25";"300 - 399"
1111;"psychomotricien";"F";False;"60k - 80k";"Private";"z_SUV";0;8;"z_Highly Rural/ Rural";2022-05-24 16:03:51,000;"complet";"dev_integral";"";"300 - 399"
1119;"designer d'interaction";"F";False;"20k - 40k";"Private";"z_SUV";0;12;"Highly Urban/ Urban";2022-05-11 19:57:03,000;"complet";"dev_integral";"80";"300 - 399"
1139;"agenceur de cuisines et salles de bains";"M";True;"40k - 60k";"Private";"Minivan";0;1;"z_Highly Rural/ Rural";2022-05-08 18:08:55,000;"complet";"dev_integral";"80";"300 - 399"
29;"huissier de justice";"F";False;"40k - 60k";"Private";"z_SUV";0;1;"Highly Urban/ Urban";2022-03-23 22:44:16,000;"complet";"dev_vip";"40 - 60";"800 - 899"
44;"collecteur de fonds";"F";True;"40k - 60k";"Private";"Pickup";0;0;"Highly Urban/ Urban";2022-04-02 11:25:10,000;"complet";"dev_premium";"40 - 60";"400 - 499"
87;"enseignant d'art";"M";False;"0 - 20 k";"Private";"Minivan";0;17;"Highly Urban/ Urban";2022-01-25 00:58:49,000;"complet";"dev_premium";"40 - 60";"400 - 499"
89;"géochimiste";"M";False;"40k - 60k";"Private";"Minivan";0;13;"Highly Urban/ Urban";2022-02-12 08:10:42,000;"complet";"dev_premium";"40 - 60";"500 - 599"
116;"technicien de police technique et scientifique";"F";True;"20k - 40k";"Private";"Minivan";0;1;"z_Highly Rural/ Rural";2022-01-23 11:52:51,000;"complet";"dev_premium";"40 - 60";"400 - 499"
180;"commercial export";"F";False;"40k - 60k";"Commercial";"Van";0;6;"Highly Urban/ Urban";2022-05-10 08:25:21,000;"complet";"dev_premium";"40 - 60";"500 - 599"
189;"chercheur en physique";"F";False;"0 - 20 k";"Private";"z_SUV";0;1;"Highly Urban/ Urban";2022-01-05 12:35:20,000;"complet";"dev_premium";"60 - 80";"400 - 499"
190;"brodeur";"F";False;"80k - 100k";"Private";"Minivan";0;11;"Highly Urban/ Urban";2022-05-17 21:03:46,000;"complet";"dev_vip";"";"500 - 599"
203;"toiletteur d'animaux";"M";True;"40k - 60k";"Commercial";"Minivan";0;1;"Highly Urban/ Urban";2022-04-09 06:44:09,000;"complet";"dev_premium";"60 - 80";"400 - 499"
216;"artiste de cirque";"M";False;"100k +";"Private";"z_SUV";0;13;"Highly Urban/ Urban";2022-01-03 06:55:38,000;"complet";"dev_premium";"60 - 80";"500 - 599"
219;"électromécanicien";"M";False;"20k - 40k";"Private";"Sports Car";0;1;"Highly Urban/ Urban";2022-04-30 22:44:59,000;"complet";"dev_premium";"60 - 80";"500 - 599"
228;"anatomiste";"M";False;"20k - 40k";"Private";"z_SUV";0;3;"z_Highly Rural/ Rural";2022-02-12 09:30:57,000;"complet";"dev_premium";"18 - 25";"400 - 499"
232;"hydrologue";"M";True;"20k - 40k";"Commercial";"Minivan";0;5;"Highly Urban/ Urban";2022-03-30 17:39:25,000;"complet";"dev_premium";"40 - 60";"500 - 599"
237;"audioprothésiste";"F";False;"100k +";"Commercial";"Panel Truck";0;15;"Highly Urban/ Urban";2022-03-31 19:09:35,000;"complet";"dev_premium";"25 - 40";"500 - 599"
247;"consultant en informatique décisionnelle";"M";True;"60k - 80k";"Commercial";"Pickup";0;7;"Highly Urban/ Urban";2022-05-27 14:41:25,000;"complet";"dev_premium";"25 - 40";"400 - 499"
259;"professeur en activité physique adaptée";"F";False;"0 - 20 k";"Private";"Minivan";0;1;"z_Highly Rural/ Rural";2022-03-26 06:02:00,000;"complet";"dev_premium";"80";"400 - 499"
309;"cogniticien";"F";False;"60k - 80k";"Private";"Minivan";0;11;"Highly Urban/ Urban";2022-02-03 17:35:31,000;"complet";"dev_premium";"";"400 - 499"
313;"ingénieur technico-commercial technico-commerciale";"M";False;"20k - 40k";"Private";"Minivan";0;8;"z_Highly Rural/ Rural";2022-05-25 08:12:41,000;"complet";"dev_premium";"25 - 40";"400 - 499"
362;"conducteur de machines agricoles";"M";False;"20k - 40k";"Commercial";"z_SUV";0;8;"z_Highly Rural/ Rural";2022-03-06 05:37:43,000;"complet";"dev_premium";"60 - 80";"400 - 499"
364;"chercheur en chimie";"F";False;"40k - 60k";"Private";"Minivan";0;1;"z_Highly Rural/ Rural";2022-01-23 05:32:38,000;"complet";"dev_premium";"40 - 60";"500 - 599"
370;"contremaître";"M";False;"40k - 60k";"Private";"Sports Car";0;13;"Highly Urban/ Urban";2022-02-26 17:17:54,000;"complet";"dev_premium";"";"400 - 499"
377;"pilote de ligne";"F";False;"20k - 40k";"Private";"z_SUV";0;11;"Highly Urban/ Urban";2022-01-08 06:18:48,000;"complet";"dev_premium";"60 - 80";"400 - 499"
384;"ingénieur d'affaires en génie électrique";"M";False;"100k +";"Private";"Sports Car";0;14;"Highly Urban/ Urban";2022-01-19 09:26:29,000;"complet";"dev_premium";"60 - 80";"400 - 499"
413;"maréchal-ferrant";"F";False;"80k - 100k";"Private";"Pickup";0;0;"Highly Urban/ Urban";2022-04-05 17:32:06,000;"complet";"dev_premium";"60 - 80";"400 - 499"
452;"ingénieur technico-commercial technico-commerciale";"F";False;"100k +";"Private";"z_SUV";0;20;"Highly Urban/ Urban";2022-02-28 08:01:27,000;"complet";"dev_premium";"40 - 60";"400 - 499"
501;"responsable des ouvrages hydroélectriques";"F";False;"20k - 40k";"Private";"Pickup";0;10;"z_Highly Rural/ Rural";2022-05-31 13:57:15,000;"complet";"dev_premium";"60 - 80";"500 - 599"
570;"ingénieur en acoustique";"F";False;"80k - 100k";"Commercial";"Panel Truck";0;24;"Highly Urban/ Urban";2022-04-24 21:41:36,000;"complet";"dev_premium";"18 - 25";"500 - 599"
586;"psychologue";"M";False;"0 - 20 k";"Private";"z_SUV";0;10;"z_Highly Rural/ Rural";2022-03-23 10:29:31,000;"complet";"dev_premium";"80";"400 - 499"
604;"concepteur multimédia";"M";False;"0 - 20 k";"Private";"Sports Car";0;7;"z_Highly Rural/ Rural";2022-05-05 14:13:13,000;"complet";"dev_premium";"25 - 40";"400 - 499"
606;"chauffeur de taxi";"M";False;"60k - 80k";"Commercial";"Van";0;13;"Highly Urban/ Urban";2022-04-07 18:39:37,000;"complet";"dev_premium";"40 - 60";"400 - 499"
612;"responsable qualité en agroalimentaire";"M";False;"20k - 40k";"Commercial";"Minivan";0;7;"Highly Urban/ Urban";2022-02-26 03:44:35,000;"complet";"dev_premium";"";"400 - 499"
628;"trader";"M";False;"80k - 100k";"Commercial";"Minivan";0;9;"Highly Urban/ Urban";2022-04-26 08:50:42,000;"complet";"dev_premium";"25 - 40";"400 - 499"
652;"ingénieur logiciel";"F";True;"100k +";"Commercial";"Panel Truck";0;18;"Highly Urban/ Urban";2022-01-11 17:35:07,000;"complet";"dev_vip";"25 - 40";"800 - 899"
664;"fiscaliste";"M";True;"0 - 20 k";"Private";"z_SUV";0;1;"Highly Urban/ Urban";2022-01-21 11:49:46,000;"complet";"dev_premium";"60 - 80";"500 - 599"
687;"chargé de recherche en recrutement";"F";False;"0 - 20 k";"Commercial";"Pickup";0;5;"Highly Urban/ Urban";2022-01-07 08:04:44,000;"complet";"dev_premium";"25 - 40";"400 - 499"
688;"biologiste médical";"M";False;"20k - 40k";"Private";"Minivan";0;15;"Highly Urban/ Urban";2022-04-13 05:45:17,000;"complet";"dev_premium";"40 - 60";"400 - 499"
707;"statisticien en analyse sensorielle";"M";False;"40k - 60k";"Commercial";"z_SUV";0;1;"Highly Urban/ Urban";2022-04-04 10:38:31,000;"complet";"dev_premium";"60 - 80";"400 - 499"
710;"sage-femme";"F";True;"0 - 20 k";"Commercial";"z_SUV";0;7;"Highly Urban/ Urban";2022-03-31 21:08:05,000;"complet";"dev_premium";"80";"400 - 499"
713;"conseiller espace info-énergie";"M";False;"80k - 100k";"Private";"Pickup";0;17;"Highly Urban/ Urban";2022-01-15 14:58:09,000;"complet";"dev_premium";"";"400 - 499"
787;"conseiller en économie sociale et familiale";"F";True;"0 - 20 k";"Private";"z_SUV";0;10;"Highly Urban/ Urban";2022-02-02 08:14:17,000;"complet";"dev_premium";"60 - 80";"400 - 499"
798;"responsable de projets culturels";"M";False;"0 - 20 k";"Commercial";"z_SUV";0;10;"Highly Urban/ Urban";2022-02-10 20:24:01,000;"complet";"dev_premium";"";"400 - 499"
810;"responsable d'élevage agricole";"M";True;"80k - 100k";"Commercial";"Van";0;14;"Highly Urban/ Urban";2022-04-09 10:34:21,000;"complet";"dev_premium";"";"400 - 499"
831;"responsable assurance qualité";"M";False;"100k +";"Private";"Pickup";0;9;"Highly Urban/ Urban";2022-02-23 01:41:54,000;"complet";"dev_premium";"";"500 - 599"
833;"gendarme";"F";True;"20k - 40k";"Private";"z_SUV";0;1;"Highly Urban/ Urban";2022-03-17 14:31:47,000;"complet";"dev_vip";"40 - 60";"900 - 1000"
840;"ingénieur matériaux";"F";False;"100k +";"Private";"z_SUV";0;13;"Highly Urban/ Urban";2022-05-06 04:55:07,000;"complet";"dev_premium";"60 - 80";"500 - 599"
844;"spécialiste des affaires réglementaires en chimie";"F";False;"100k +";"Commercial";"Pickup";0;9;"Highly Urban/ Urban";2022-01-20 21:33:08,000;"complet";"dev_premium";"60 - 80";"400 - 499"
889;"mixeur son";"F";False;"80k - 100k";"Commercial";"Panel Truck";0;13;"Highly Urban/ Urban";2022-02-04 16:10:20,000;"complet";"dev_premium";"";"500 - 599"
892;"soigneur d'animaux";"M";False;"0 - 20 k";"Private";"Sports Car";0;13;"Highly Urban/ Urban";2022-05-31 06:29:01,000;"complet";"dev_premium";"60 - 80";"400 - 499"
898;"agent arboricole";"F";False;"20k - 40k";"Private";"Minivan";0;1;"z_Highly Rural/ Rural";2022-01-22 15:31:10,000;"complet";"dev_vip";"40 - 60";"700 - 799"
904;"vendeur-magasinier en fournitures automobiles";"F";False;"60k - 80k";"Commercial";"Pickup";0;1;"Highly Urban/ Urban";2022-04-13 06:07:12,000;"complet";"dev_premium";"";"500 - 599"
936;"agent arboricole";"M";False;"60k - 80k";"Private";"Minivan";0;10;"Highly Urban/ Urban";2022-04-08 06:36:03,000;"complet";"dev_premium";"25 - 40";"400 - 499"
947;"géophysicien";"M";False;"0 - 20 k";"Private";"Sports Car";0;1;"z_Highly Rural/ Rural";2022-04-13 17:06:23,000;"complet";"dev_premium";"";"400 - 499"
958;"auxiliaire spécialisé vétérinaire";"M";False;"40k - 60k";"Private";"Minivan";0;1;"z_Highly Rural/ Rural";2022-04-16 11:32:55,000;"complet";"dev_premium";"40 - 60";"400 - 499"
975;"ingénieur en construction navale";"F";False;"0 - 20 k";"Commercial";"Pickup";0;1;"z_Highly Rural/ Rural";2022-05-01 13:37:36,000;"complet";"dev_premium";"25 - 40";"400 - 499"
1003;"anatomiste";"M";True;"100k +";"Private";"Minivan";0;14;"Highly Urban/ Urban";2022-03-12 22:34:46,000;"complet";"dev_premium";"40 - 60";"500 - 599"
1007;"facteur";"F";False;"100k +";"Private";"Sports Car";0;18;"Highly Urban/ Urban";2022-01-15 15:51:05,000;"complet";"dev_premium";"40 - 60";"400 - 499"
1010;"peintre en bâtiment";"M";False;"40k - 60k";"Private";"Sports Car";0;15;"Highly Urban/ Urban";2022-03-16 05:57:35,000;"complet";"dev_premium";"40 - 60";"500 - 599"
1084;"sellier";"M";False;"100k +";"Private";"Van";0;13;"Highly Urban/ Urban";2022-03-11 02:37:46,000;"complet";"dev_vip";"25 - 40";"900 - 1000"
1131;"ingénieur en fonderie";"F";False;"40k - 60k";"Private";"Minivan";0;7;"Highly Urban/ Urban";2022-05-02 07:04:29,000;"complet";"dev_premium";"";"500 - 599"
5;"conseiller pénitentiaire d'insertion et de probation";"M";False;"0 - 20 k";"Commercial";"Panel Truck";2;12;"Highly Urban/ Urban";2022-03-23 01:32:40,000;"complet";"dev_vip";"60 - 80";"600 - 699"
6;"staffeur-ornemaniste";"F";False;"60k - 80k";"Private";"z_SUV";2;15;"z_Highly Rural/ Rural";2022-03-23 22:20:50,000;"complet";"dev_premium";"25 - 40";"400 - 499"
24;"animateur nature nature";"F";False;"40k - 60k";"Commercial";"Sports Car";5;1;"Highly Urban/ Urban";2022-02-06 07:52:56,000;"complet";"dev_premium";"80";"400 - 499"
34;"biostatisticien";"M";False;"20k - 40k";"Private";"z_SUV";2;6;"z_Highly Rural/ Rural";2022-02-04 17:14:57,000;"complet";"dev_premium";"";"400 - 499"
40;"maroquinier";"M";False;"40k - 60k";"Private";"z_SUV";1;11;"z_Highly Rural/ Rural";2022-03-04 15:36:05,000;"complet";"dev_premium";"25 - 40";"400 - 499"
74;"prothésiste dentaire";"F";False;"60k - 80k";"Private";"Minivan";2;9;"z_Highly Rural/ Rural";2022-02-14 02:00:18,000;"complet";"dev_premium";"60 - 80";"400 - 499"
93;"toiletteur d'animaux";"F";False;"80k - 100k";"Private";"Sports Car";6;1;"Highly Urban/ Urban";2022-02-26 21:26:35,000;"complet";"dev_premium";"";"400 - 499"
102;"enseignant-chercheur";"M";False;"60k - 80k";"Private";"z_SUV";1;1;"Highly Urban/ Urban";2022-03-28 01:18:17,000;"complet";"dev_premium";"";"500 - 599"
105;"dépanneur en électroménager";"M";False;"60k - 80k";"Private";"Minivan";1;12;"Highly Urban/ Urban";2022-05-24 14:39:09,000;"complet";"dev_premium";"40 - 60";"400 - 499"
129;"responsable d'élevage agricole";"M";False;"40k - 60k";"Commercial";"Sports Car";1;0;"Highly Urban/ Urban";2022-04-04 21:37:30,000;"complet";"dev_premium";"18 - 25";"500 - 599"
132;"puériculteur";"F";False;"20k - 40k";"Private";"Minivan";8;9;"Highly Urban/ Urban";2022-05-28 00:32:29,000;"complet";"dev_vip";"60 - 80";"600 - 699"
140;"technicien logistique";"F";False;"0 - 20 k";"Private";"Sports Car";6;7;"Highly Urban/ Urban";2022-04-24 23:44:48,000;"complet";"dev_premium";"40 - 60";"500 - 599"
144;"affûteur";"M";False;"40k - 60k";"Private";"z_SUV";5;15;"Highly Urban/ Urban";2022-02-19 05:07:40,000;"complet";"dev_premium";"80";"500 - 599"
162;"assistant dentaire";"M";False;"100k +";"Private";"z_SUV";2;12;"Highly Urban/ Urban";2022-03-09 16:06:41,000;"complet";"dev_premium";"25 - 40";"400 - 499"
186;"convoyeur de fonds";"M";True;"40k - 60k";"Commercial";"z_SUV";6;5;"Highly Urban/ Urban";2022-04-10 22:38:24,000;"complet";"dev_premium";"18 - 25";"400 - 499"
192;"conservateur du patrimoine";"M";False;"20k - 40k";"Private";"Sports Car";3;1;"Highly Urban/ Urban";2022-01-25 11:38:44,000;"complet";"dev_premium";"";"400 - 499"
194;"peintre en bâtiment";"F";False;"40k - 60k";"Commercial";"Panel Truck";1;1;"Highly Urban/ Urban";2022-01-04 16:07:33,000;"complet";"dev_premium";"25 - 40";"400 - 499"
204;"ingénieur essais";"F";False;"40k - 60k";"Commercial";"z_SUV";2;14;"z_Highly Rural/ Rural";2022-04-14 10:57:46,000;"complet";"dev_premium";"60 - 80";"500 - 599"
