id;code_dep_code_com;no_voie;b_t_q;type_voie;voie;surface_carrez;surface_reelle;nb_pieces;type_local
10253;69 - 297;51;;RUE;DE CHASSAGNE;119,74;119;6;Appartement
10254;69 - 381;2;;RUE;AUDRAN;44,96;35;1;Appartement
10255;69 - 382;9;;RUE;FERRANDIERE;35,51;33;1;Appartement
10256;69 - 382;23;;RUE;GILIBERT;18,62;18;1;Appartement
10257;69 - 385;2;;RUE;SAINT JEAN;68,18;68;3;Appartement
10258;72 - 181;149;;RUE;DES MAILLETS;45,44;44;2;Appartement
10259;75 - 101;13;;RUE;DE LA GRANDE TRUANDERIE;17,59;19;1;Appartement
10260;75 - 101;5;;RUE;DES PYRAMIDES;53,35;67;3;Appartement
10261;75 - 101;23;;RUE;DE RICHELIEU;15,21;19;1;Appartement
10262;75 - 102;3;;PAS;LEMOINE;37,9;36;1;Appartement
10263;75 - 107;5;;RUE;DE L UNIVERSITE;60,3;58;3;Appartement
10264;75 - 107;33;;AV;DE LA MOTTE PICQUET;92,71;95;5;Appartement
10265;75 - 108;235;;RUE;DU FAUBOURG SAINT HONORE;21,26;23;1;Appartement
10266;75 - 109;7;;RUE;SAINT LAZARE;46,4;146;6;Appartement
10267;75 - 110;62;;RUE;DU FBG SAINT DENIS;19,14;24;1;Appartement
10268;75 - 110;89;;QUAI;DE VALMY;10,52;20;1;Appartement
10269;75 - 112;148;;AV;DAUMESNIL;25,58;23;2;Appartement
10270;75 - 112;31;;RUE;DE REUILLY;41,58;45;3;Appartement
10271;75 - 113;10;;RUE;PHILIBERT LUCOT;69,18;70;2;Appartement
10272;75 - 114;4;;RUE;MAURICE LOEWY;15,81;18;1;Appartement
10273;75 - 114;14;;RUE;DU LOING;31,72;18;1;Appartement
10274;75 - 115;22;;RUE;DES VOLONTAIRES;36,41;24;2;Appartement
10275;75 - 115;26;;AV;FELIX FAURE;67,41;67;4;Appartement
10276;75 - 115;142;;RUE;DE JAVEL;52,11;55;3;Appartement
10277;75 - 116;33;;AV;THEOPHILE GAUTIER;95,94;94;4;Appartement
10278;75 - 117;42;;RUE;DAUTANCOURT;40,23;40;2;Appartement
10279;75 - 118;9;;RUE;CHAPPE;11,27;11;1;Appartement
10280;75 - 118;112;;RUE;DE CLIGNANCOURT;44,6;44;2;Appartement
10281;75 - 118;39;;RUE;STEPHENSON;79,56;79;3;Appartement
10282;75 - 119;11;;RUE;ARMAND CARREL;30,17;32;2;Appartement
10283;75 - 119;9;;RUE;BOURET;24,4;24;2;Appartement
10284;75 - 120;12;;RUE;DES ENVIERGES;22,68;22;1;Appartement
10285;75 - 120;90;;RUE;HAXO;14,45;15;1;Appartement
10286;75 - 120;23;;RUE;LE BUA;51,35;56;3;Appartement
10287;76 - 255;6;;AV;DE LA GARE;84,2;84;3;Appartement
10288;76 - 351;12;;PL;MAURICE BLARD;147,9;18;1;Appartement
10289;76 - 351;74;;RUE;FRANCOIS MAZELINE;37,66;73;3;Appartement
10290;76 - 447;22;;RUE;OSCAR GERMAIN;47,7;42;3;Appartement
10291;77 - 14;9001;;RES;DU PRIEURE;52,45;51;3;Appartement
10292;77 - 284;38;;RUE;DE LA CRECHE;54,59;53;2;Appartement
10293;77 - 305;10;;RUE;EMILE ZOLA;22,9;20;1;Appartement
10294;77 - 312;5;;RUE;DES COURLUS;63,11;65;3;Appartement
10295;77 - 407;46;;AV;DE FONTAINEBLEAU;38;37;2;Appartement
10296;77 - 441;6;;DOM;DE CLAIRBOIS;64,92;65;3;Maison
10297;77 - 468;23;;ALL;DU VIVIER;94,05;82;4;Maison
10298;77 - 514;5;B;AV;DES CHENES;63,7;64;3;Appartement
10299;78 - 92;2;;RES;TROIS FORETS;72,86;73;4;Appartement
10300;78 - 466;13;;IMP;IMPASSE DE BETHEMONT;88,68;89;4;Maison
10301;78 - 498;53;;RUE;DU GENERAL DE GAULLE;43,43;44;2;Appartement
10302;78 - 498;5;;RUE;DES SORBIERS;58,07;57;3;Appartement
10303;78 - 545;3;;RUE;LUCIEN SAMPAIX;67,79;67;3;Appartement
10304;78 - 545;18;;VLA;DE L EPI D OR;66,51;67;4;Appartement
10305;78 - 640;4;;RUE;HENRI RABOURDIN;73,4;72;3;Appartement
10306;78 - 640;2;;RUE;HENRI RABOURDIN;41,26;40;1;Appartement
10307;78 - 642;48;B;RUE;DU HAMEAU;131,65;127;5;Maison
10308;78 - 650;5;;RTE;DES CULTURES;67;65;4;Appartement
10309;79 - 191;1;;RUE;MARCEL PAUL;92,38;83;3;Appartement
10310;80 - 21;1;;RUE;SIRE FIRMIN LEROUX;68,09;69;2;Appartement
10311;80 - 21;31;;RUE;DE SLOVAQUIE;48,16;49;2;Appartement
10312;80 - 164;22;;RUE;DE LA REPUBLIQUE;94,68;87;4;Maison
10313;83 - 9;124;;RUE;RICHELIEU;18;18;1;Appartement
10314;83 - 9;458;;BD;BOIS MAURIN;42,78;49;2;Maison
10315;83 - 62;330;;RUE;ALBERT PIAULT;91,04;91;4;Appartement
10316;83 - 90;42;;RUE;ROGER SALENGRO;55,47;55;3;Appartement
10317;83 - 112;9001;;RES;LES LAVANDES;38,71;39;2;Appartement
10318;83 - 123;74;;IMP;DES MAS DU SOLEIL;107;103;4;Maison
10319;83 - 123;341;;RTE;DE LA GARE;67,57;78;3;Appartement
10320;83 - 126;220;;ALL;MAURICE BLANC;46,68;46;2;Appartement
10321;83 - 126;382;;AV;AUGUSTE RENOIR;59,09;61;4;Appartement
10322;83 - 129;9001;;CLOS;DES PECHEURS;25,21;25;1;Appartement
10323;83 - 137;117;;AV;LAZARE CARNOT;85,6;86;4;Appartement
10324;84 - 7;10;;RUE;DE LA BOURSE;35,94;35;2;Appartement
10325;85 - 11;24;;RTE;DU GOIS;37,2;45;2;Appartement
10326;87 - 85;8;;RUE;FOURIE;91,18;60;1;Appartement
10327;88 - 413;3;;RUE;DES FUSILLES DU 18 NOVEMBR;121,33;117;5;Appartement
10328;89 - 387;7;;RUE;JULES VERNE;51,7;48;2;Appartement
10329;91 - 21;6;;RUE;DES GROUAISONS;47;50;2;Appartement
10330;91 - 161;36;;AV;MAZARIN;31,67;32;1;Appartement
10331;91 - 228;19;;RES;LE PARC DE PETIT BOURG;57,98;57;3;Appartement
10332;91 - 272;5;;RUE;DE LA FERME DE BELLEVILLE;61,09;61;3;Appartement
10333;91 - 312;1;;PL;DES CHARBONNIERS;77,7;77;3;Appartement
10334;91 - 345;33;;RUE;PDT FRANCOIS MITTERRAND;17,83;23;1;Appartement
10335;91 - 457;60;E;CHE;DE LA GARENNE;120,93;98;4;Maison
10336;91 - 479;72;;AV;DE VERDUN;28,26;29;1;Appartement
10337;91 - 549;185;;RTE;DE LONGPONT;50;58;3;Appartement
10338;91 - 589;12;;RUE;GAUGUIN;66,21;67;4;Appartement
10339;92 - 14;55;;AV;DU GENERAL LECLERC;22,69;20;1;Appartement
10340;92 - 26;54;;RUE;DE COLOMBES;64,34;64;3;Appartement
10341;92 - 40;1;;RUE;FOUCHER LEPELLETIER;61,79;61;3;Appartement
10342;92 - 40;2;;CHE;DE BRETAGNE;54,2;64;3;Appartement
10343;92 - 46;16;;RUE;EMILE ZOLA;83,35;83;4;Appartement
10344;92 - 62;20;;RUE;DES FUSILLES;42,09;42;2;Appartement
10345;92 - 62;27;;RUE;MARIUS JACOTOT;27,42;30;2;Appartement
10346;92 - 62;9;;RUE;CHANTECOQ;63,23;62;3;Appartement
10347;92 - 73;151;;BD;HENRI SELLIER;47,68;47;2;Appartement
10348;92 - 73;79;;RUE;DES BAS ROGERS;65,75;65;3;Appartement
10349;92 - 73;116;;RUE;CARNOT;92,84;85;4;Appartement
10350;93 - 1;109;;AV;VICTOR HUGO;33,41;32;2;Appartement
10351;93 - 27;107;;AV;HENRI BARBUSSE;52,28;52;3;Appartement
10352;93 - 27;105;;AV;HENRI BARBUSSE;52,62;52;3;Appartement
10353;93 - 45;116;;AV;MAL DE LATTRE DE TASSIGNY;88,12;84;4;Appartement
10354;93 - 49;69;;AV;VICTOR HUGO;22,9;45;3;Appartement
10355;93 - 61;30;;RUE;LOUIS BLANC;23,22;23;1;Appartement
10356;93 - 64;3;;RUE;DU DOC SEYER;14,77;15;1;Appartement
10357;93 - 66;4;;RUE;DENFERT ROCHEREAU;39,06;36;2;Appartement
10358;93 - 74;79;;AV;DU GEN CHARLES DE GAULLE;85,23;85;4;Appartement
10359;94 - 3;9;;RUE;BERTHOLLET;39,24;35;2;Appartement
10360;94 - 22;44;;RUE;CAMILLE DESMOULINS;73,45;52;3;Maison
10361;94 - 28;98;;AV;MAL DE LATTRE DE TASSIGNY;21,02;20;1;Appartement
10362;94 - 28;5;;VOIE;FELIX EBOUE;58,8;58;3;Appartement
10363;94 - 33;73;T;RUE;MARCEL ET JACQUES GAUCHER;43,72;40;2;Appartement
10364;94 - 34;1;;ALL;DE BIEVRES;78,51;79;5;Appartement
10365;94 - 41;13;;RUE;TRUILLOT;69,83;67;4;Appartement
10366;94 - 46;39;;RUE;DELAPORTE;63,02;63;4;Appartement
10367;94 - 52;5;;RUE;PASTEUR;14,54;15;1;Appartement
10368;94 - 58;89;;AV;LAMARTINE;76,64;85;3;Maison
10369;94 - 59;117;;AV;MAURICE BERTEAUX;39,9;40;2;Appartement
10370;94 - 68;14;;AV;DU MIDI;45,25;45;2;Appartement
10371;94 - 68;42;;AV;DE BONNEUIL;69,05;71;3;Appartement
10372;94 - 68;37;;AV;DES FALONNIERES;79,36;81;5;Appartement
10373;94 - 71;50;;AV;DU FORT;80,38;80;4;Appartement
10374;94 - 73;1;;RUE;DU PAVE DE GRIGNON;67,33;68;3;Appartement
10375;94 - 78;4;;AV;CHARLES BAUDELAIRE;52,37;52;3;Appartement
10376;94 - 78;8;;RUE;DE PARIS;54,04;53;3;Appartement
10377;94 - 81;22;;BD;STALINGRAD;23,57;23;1;Appartement
10378;95 - 18;15;;RUE;DE RETHONDES;78,17;77;4;Appartement
10379;95 - 39;5;;RUE;SIMONE LE DANOIS;61,5;45;3;Appartement
10380;95 - 91;18;;RUE;DE GASCOGNE;100,09;90;5;Maison
10381;95 - 313;56;;AV;DE PARIS;26,04;26;1;Appartement
10382;95 - 585;2;;ALL;DU 19 MARS 1962;90,11;90;4;Appartement
10383;95 - 607;46;;RUE;DE BESSANCOURT;30,77;30;1;Appartement
10384;95 - 607;9004;;RES;LES LIGNIERES;67,19;68;4;Appartement
10385;95 - 637;4;;MAIL;MENDES FRANCE;59,23;59;3;Appartement
10386;01 - 160;30;;RUE;DE VERSOIX;74,85;75;3;Appartement
10387;02 - 408;13;;RUE;VINCHON;73,5;65;3;Appartement
10388;02 - 408;15;;RUE;DU CHANGE;23,82;30;1;Appartement
10389;04 - 6;7009;;;ADRECH DE CHAUVET;108,85;81;2;Appartement
10390;04 - 79;7102;;RTE;DU LAC;61,53;61;2;Appartement
10391;04 - 112;320;;AV;DU DCT BERNARD FOUSSIER;15;98;4;Appartement
10392;04 - 151;5154;;RUE;DE LA FERRAILLE;59,36;66;2;Maison
10393;04 - 226;;;RES;LES MELEZES;73,99;59;3;Appartement
10394;05 - 1;5183;;;L ADROIT D'ABRIES;37,09;40;2;Appartement
10395;05 - 96;5318;;;MERLETTE;49,61;52;3;Appartement
10396;06 - 29;1;;AV;DES ANGLAIS;17,41;20;1;Appartement
10397;06 - 30;11;;VCHE;VIEUX CHE DE MOUGINS;103,6;112;4;Appartement
10398;06 - 30;42;;BD;SADI CARNOT;93,24;92;3;Appartement
10399;06 - 57;14;;BD;DU DOC ROUX;57,37;56;3;Appartement
10400;06 - 79;2057;;BD;JEANNE D ARC;65,43;86;3;Appartement
10401;06 - 83;108;;;VAL DU CAREI;59,21;59;2;Appartement
10402;06 - 83;32;;RUE;LONGUE;35,02;30;2;Appartement
10403;06 - 84;173;;CHE;DES CIGALES;107,33;110;5;Maison
10404;06 - 88;20;;AV;CHATEAU DE LA TOUR;157,49;154;5;Appartement
10405;06 - 88;24;;AV;AUGUSTE BERCY;265,26;253;5;Appartement
10406;06 - 88;20;;AV;VILLEBOIS MAREUIL;88,1;86;3;Appartement
10407;06 - 88;3;;RUE;LOUIS BLERIOT;66,48;67;3;Appartement
10408;06 - 114;53;;BD;DU 8 MAI 1945;55,11;55;3;Appartement
10409;06 - 155;21;;RUE;CLEMENT BEL;23,1;20;1;Appartement
10410;07 - 19;15;;RUE;DU CHATEAU VIEUX;43,9;43;3;Appartement
10411;07 - 186;265;;;LA PASTOURELLE;78,16;77;4;Appartement
10412;07 - 324;16;;RUE;MARC SAUZET;77,44;78;4;Appartement
10413;08 - 105;21;;RUE;PIERRE BEREGOVOY;38,01;53;2;Appartement
10414;10 - 387;12;;RUE;BEGAND;102,65;88;3;Appartement
10415;11 - 170;19;;RES;LES AMIRANTES;29,43;25;2;Maison
10416;11 - 266;59;;RES;LE LAGON BLEU;50,29;51;3;Maison
10417;13 - 5;69;;RUE;DE LA REPUBLIQUE;30,47;31;1;Appartement
10418;13 - 5;9001;;;GRP PROVENCE AVE VERDUN;55,36;52;3;Appartement
10419;13 - 28;998;;AV;EMILE RIPERT;27,3;30;1;Appartement
10420;13 - 201;6;;RUE;COMMANDANT MAGES;19,51;19;1;Appartement
10421;13 - 202;17;;RUE;PLUMIER;87,84;88;4;Appartement
10422;13 - 203;7;;RUE;RICARD;36,47;39;1;Appartement
10423;13 - 203;22;;RUE;TOUSSAINT;63,19;70;3;Maison
10424;13 - 204;15;;RUE;SAINT BRUNO;37;30;2;Appartement
10425;13 - 208;13;;ALL;ALBENIZ;105,11;100;6;Appartement
10426;13 - 208;367;;AV;DU PRADO;90,01;60;2;Appartement
10427;13 - 208;217;;AV;DE MAZARGUES;45,2;35;1;Appartement
10428;13 - 209;20;;RUE;DE LA MAGALONE;52,02;50;3;Appartement
10429;13 - 210;107;;AV;DE LA CAPELETTE;38,31;38;2;Appartement
10430;13 - 210;47;;CHE;DE LA VALBARELLE ST MARCEL;74,32;75;4;Appartement
10431;13 - 212;47;;AV;DES TROIS LUCS;27,05;22;1;Appartement
10432;13 - 213;54;;AV;COROT;53,01;53;3;Appartement
10433;13 - 214;3;;AV;MARIGNY;61,15;65;3;Appartement
10434;13 - 215;100;;CHE;ST ANTOINE A ST JOSEPH;85,02;84;4;Appartement
10435;13 - 216;1;;BD;ROGER CHIEUSSE;82,76;82;4;Appartement
10436;14 - 229;67;;PARC;PRL DE LA VALLEE D AUGE;68,34;68;3;Maison
10437;14 - 338;1;;RUE;DE BEUZEVAL;23,67;25;2;Appartement
10438;17 - 415;2;;RUE;BLANLOEIL;49,4;53;2;Appartement
10439;22 - 278;10;;RUE;DE GOUEDIC;82;82;3;Appartement
10440;24 - 53;45;;RUE;THOMAS EDISON;53,55;58;3;Appartement
10441;24 - 322;1;;RUE;ALARY;55,22;56;3;Appartement
10442;26 - 114;4;;RUE;MALAUTIERE;41,66;42;3;Appartement
10443;26 - 362;53;;GR;GRANDE RUE;113,44;110;4;Appartement
10444;28 - 85;13;;RUE;SALVADOR ALLENDE;73,65;76;3;Appartement
10445;28 - 279;54;;ALL;DE PROVENCE;133,41;129;6;Maison
10446;29 - 19;8;;RUE;GEORGES MELOU;63,35;67;3;Appartement
10447;29 - 254;30;;ALL;SAINT FRANCOIS;115,82;94;4;Maison
10448;30 - 189;9;;RUE;BACHALAS;22,82;23;1;Appartement
10449;31 - 462;;;;CHARLARY;42,31;42;2;Appartement
10450;31 - 506;4;;RUE;DES MURIERS;80,89;81;4;Appartement
10451;31 - 555;26;;AV;JEAN CHAUBET;58,68;55;3;Appartement
10452;31 - 555;292;;AV;DE FRONTON;66,75;66;3;Appartement
10453;33 - 3;22;;RUE;PASTEUR;68,62;69;3;Appartement
10454;33 - 9;206;;BD;DE LA PLAGE;22,55;22;1;Appartement
10455;33 - 51;135;;RUE;GEORGES CLEMENCEAU;76,12;76;4;Maison
10456;33 - 58;14;;AV;JEAN BOUSSARD;84,19;84;4;Maison
10457;33 - 63;36;;ALL;EUGENE DELACROIX;84,87;85;4;Appartement
10458;33 - 63;90;;CRS;DE L YSER;24,91;25;1;Appartement
10459;33 - 63;108;B;CRS;SAINT LOUIS;41,53;44;2;Appartement
10460;33 - 63;15;;RUE;DES LENDEMAINS;47,71;47;2;Appartement
10461;33 - 192;243;;CRS;DU GENERAL DE GAULLE;31,11;32;1;Appartement
10462;33 - 200;1;A;RUE;MAURICE RAVEL;64;65;3;Appartement
10463;33 - 214;9002;;RES;BLEU MARINE;27,08;24;2;Appartement
10464;33 - 214;2415;;HAM;LA BOUCANE;78,78;82;4;Maison
10465;33 - 249;24;;RUE;GEORGES JEROME DURET;86,45;86;4;Appartement
10466;33 - 249;9001;;RUE;DES GRAVIERES;96,31;95;5;Appartement
10467;33 - 281;3;;RUE;DES OLYMPIADES;29,71;32;1;Appartement
10468;33 - 281;128;;AV;DE LA SOMME;101,57;99;4;Appartement
10469;33 - 318;12;;RUE;DES RESEDAS;48,58;48;2;Appartement
10470;33 - 435;26;;CRS;GAMBETTA;39,05;39;2;Appartement
10471;33 - 514;3097;;BD;MARSAN DE MONTBRUN;52,21;51;4;Maison
10472;33 - 522;140;;RUE;ROBESPIERRE;41,1;42;2;Appartement
10473;34 - 145;38;;RUE;PIERRE MAGNOL;81,83;80;4;Maison
10474;34 - 301;4;;RUE;ROUGET DE LISLE;73,21;75;3;Appartement
10475;35 - 136;21;;RUE;DU CHANOINE ROSSIGNOL;51,24;49;2;Appartement
10476;35 - 288;3;;RUE;DAUPHINE;27,21;27;2;Appartement
10477;37 - 261;6;;SQ;MANTEGNA;67,64;63;3;Appartement
10478;38 - 45;62;;CHE;DE LA MOIDIEU;91,37;92;4;Appartement
10479;38 - 151;4;;AV;DES FTPF;19,45;19;1;Appartement
10480;38 - 185;58;;BD;MAL FOCH;58,89;56;2;Appartement
10481;38 - 185;20;;RUE;AIME BEREY;58,47;60;3;Appartement
10482;38 - 562;458;;RUE;PAUL LANGEVIN;95,01;87;4;Maison
10483;39 - 13;;;;LA VILLE;8,2;64;1;Appartement
10484;39 - 300;21;;RUE;DES CAPUCINS;21,38;23;1;Appartement
10485;40 - 4;97;;RUE;DU COUT;43;43;2;Appartement
10486;40 - 65;1789;C;;NOTRE DAME;30,52;33;3;Appartement
10487;40 - 65;;;QUAI;DE LA PECHERIE;19,65;20;1;Appartement
10488;40 - 65;4;;ALL;DES BERGES LANDAISES;37,54;38;2;Appartement
10489;40 - 65;2;;RUE;DOUSSEAU;40,39;40;2;Appartement
10490;40 - 88;14;;RUE;DE LA TANNERIE;15,51;16;1;Appartement
10491;40 - 279;543;;AV;DE LA RESISTANCE;43,31;45;2;Appartement
10492;40 - 283;320;;RUE;DES PELERINS;35,68;37;2;Appartement
10493;40 - 304;227;;BD;DE LA DUNE;53,23;51;3;Appartement
10494;40 - 304;94;;AV;DU TOURING CLUB;47,82;48;3;Appartement
10495;40 - 312;12;;ALL;DES PRUNUS;27,43;27;1;Appartement
10496;40 - 328;157;;RES;DE L OCEAN;37,4;38;2;Appartement
10497;42 - 93;253;;RUE;DE LA CONDAMINE;55,6;50;4;Appartement
10498;42 - 127;46;;RUE;VICTOR HUGO;73,58;71;3;Appartement
10499;42 - 183;26;;RUE;PAUL LANGEVIN;55,3;55;3;Appartement
10500;42 - 183;20;;RUE;DE LA LIBERATION;156,5;97;3;Appartement
10501;42 - 207;51;;RUE;SIBERT;10,3;229;1;Appartement
10502;42 - 207;4;;RUE;BERTHELOT;83,85;86;3;Appartement
10503;42 - 218;34;;RUE;EMILE LITTRE;42,14;45;3;Appartement
10504;43 - 51;25;;RTE;DU MAZET;68,5;67;3;Appartement
10505;44 - 55;3;B;AV;DU CONNETABLE;36,53;37;2;Appartement
10506;44 - 88;26;;RUE;DE LA MAINE;48,7;48;2;Appartement
10507;44 - 120;2;;RUE;DU VERGER;129,39;129;4;Appartement
10508;44 - 184;2;;PAS;DE LA LIBERATION;31,02;32;2;Appartement
10509;44 - 184;60;;AV;DE LA REPUBLIQUE;53,67;59;3;Appartement
10510;44 - 186;27;;AV;DES ERABLES;68,91;80;5;Maison
10511;45 - 234;24;T;BD;MARIE STUART;42,6;42;2;Appartement
10512;45 - 284;13;;PL;DE LA COMMUNE;66,2;75;3;Appartement
10513;47 - 1;69;;BD;DE LA LIBERTE;62,9;62;3;Appartement
10514;47 - 128;5004;;;AU PEINTRE;62,2;61;3;Appartement
10515;48 - 27;5051;;AV;DES THERMES;50;52;3;Appartement
10516;49 - 7;6;;RUE;ANNE, COMTE DE TOURVILLE;50,83;50;2;Appartement
10517;49 - 7;17;;RUE;DAINVILLE;30,46;34;1;Appartement
10518;49 - 7;23;;RUE;DU MARQUIS TURBILLY;34,47;35;1;Appartement
10519;49 - 7;61;;RUE;DE LA PICOTIERE;68,32;71;3;Appartement
10520;50 - 165;5;;RUE;GUY MOCQUET;21,08;21;1;Appartement
10521;51 - 108;7;;RUE;DE L ABBE BECQUEY;44,9;61;2;Appartement
10522;51 - 172;14;;RUE;SIMONE VEIL;76,65;76;3;Appartement
10523;51 - 230;64;;AV;JEAN JAURES;64,35;56;2;Appartement
10524;51 - 474;7;;RUE;DANTON;40,04;42;2;Appartement
10525;54 - 174;60;;RUE;DU GENERAL SERE DE RIVIERE;53,35;55;3;Appartement
10526;54 - 321;3;;RUE;RENE PICARD;68,14;75;4;Appartement
10527;54 - 329;119;;RUE;D ALSACE;67,92;68;2;Appartement
10528;54 - 395;18;;RUE;VERLAINE;109;107;5;Appartement
10529;54 - 431;28;;RUE;HANZELET;47,95;47;2;Appartement
10530;54 - 547;8;;ALL;DE CLERVAUX;95,92;95;5;Appartement
10531;56 - 55;31;;BD;CHARLES DE GAULLE;43,53;42;2;Appartement
10532;58 - 194;2;;RUE;LOUIS PERGAUD;73,08;73;4;Appartement
10533;59 - 286;34;;RUE;SADI CARNOT;46,2;43;2;Appartement
10534;59 - 328;204;;AV;SAINTE CECILE;70,29;65;2;Appartement
10535;59 - 350;130;;RUE;ROGER SALENGRO;43,54;38;2;Appartement
10536;59 - 368;45;;AV;SIMONE;27,54;27;1;Appartement
10537;59 - 410;1;;RUE;DE NORMANDIE;32,52;33;1;Appartement
10538;60 - 159;4;;RUE;DU DOCTEUR CALMETTE;65,68;63;3;Appartement
10539;60 - 358;19;B;RUE;DE PARIS;77,92;79;4;Maison
10540;60 - 652;;;;VALDAMPIERRE;39,6;35;2;Appartement
10541;69 - 9;202;;ALL;MARIEN PRE;86,05;85;4;Maison
10542;69 - 10;6;B;AV;PIERRE SEMARD;51,91;51;2;Appartement
10543;69 - 28;18;;PL;DE LA PAIX;53,57;53;2;Appartement
10544;69 - 34;29;;RUE;ROYET;28,92;36;2;Appartement
10545;69 - 44;27;;AV;LAMARTINE;44,92;44;2;Appartement
10546;69 - 69;85;;AV;EDOUARD MILLAUD;34,75;35;2;Appartement
10547;69 - 199;34;;RUE;ANTOINE POMMEROL;67,12;73;3;Appartement
10548;69 - 204;44;;AV;CHARLES DE GAULLE;65,56;65;3;Appartement
10549;69 - 264;46;;AV;DE LA LIBERATION;97,5;76;3;Appartement
10550;69 - 286;11;;AV;DE L EUROPE;68,12;71;4;Appartement
10551;69 - 381;3;;RUE;BURDEAU;64,31;63;3;Appartement
10552;69 - 382;14;;RUE;D'ENGHIEN;26,95;36;1;Appartement
10553;70 - 428;64;;RUE;GUSTAVE COURTOIS;96,66;79;4;Appartement
10554;72 - 223;44;;RUE;PASTEUR;36,01;41;2;Maison
10555;73 - 15;5629;;RES;MONT VALLON;18,98;30;2;Appartement
10556;74 - 56;31;;PL;EDMOND DESAILLOUD;17,32;20;1;Appartement
10557;74 - 256;146;;RUE;BELLEVUE;87,26;84;4;Appartement
10558;75 - 103;237;;RUE;SAINT MARTIN;28,16;29;1;Appartement
10559;75 - 103;8;;RUE;DES COUTURES SAINT GERVAIS;23,33;23;1;Appartement
10560;75 - 104;17;;RUE;DES ROSIERS;49,56;65;2;Appartement
10561;75 - 104;35;;BD;HENRI IV;29,61;34;2;Appartement
10562;75 - 105;31;;RUE;JUSSIEU;23,29;15;1;Appartement
10563;75 - 106;54;;RUE;MAZARINE;83,23;82;3;Appartement
10564;75 - 107;45;;AV;DE SEGUR;60,12;64;2;Appartement
10565;75 - 108;10;;RUE;QUENTIN BAUCHART;55,25;119;5;Appartement
10566;75 - 108;37;;BD;MALESHERBES;35,01;38;2;Appartement
10567;75 - 111;23;;RUE;DE LA FOLIE MERICOURT;20,4;16;2;Appartement
10568;75 - 111;126;;RUE;OBERKAMPF;47,5;46;3;Appartement
10569;75 - 111;8;;AV;JEAN AICARD;27,11;72;3;Appartement
10570;75 - 111;243;;BD;VOLTAIRE;24,65;26;2;Appartement
10571;75 - 113;69;;BD;VINCENT AURIOL;22,15;35;2;Appartement
10572;75 - 113;22;;AV;DE CHOISY;41,93;41;2;Appartement
10573;75 - 114;14;;RUE;DE L AMIRAL MOUCHEZ;44,67;48;3;Appartement
10574;75 - 114;93;;AV;DU GENERAL LECLERC;28,14;28;1;Appartement
10575;75 - 114;39;;RUE;DAGUERRE;37,1;35;1;Appartement
10576;75 - 115;1;;RUE;DU CLOS FEUQUIERES;88,14;88;4;Appartement
10577;75 - 116;99;;RUE;DE LONGCHAMP;105,2;105;5;Appartement
10578;75 - 116;40;;AV;FOCH;390,1;379;9;Appartement
10579;75 - 117;56;;RUE;DULONG;25,16;25;1;Appartement
10580;75 - 117;86;;RUE;TRUFFAUT;36,52;16;1;Appartement
10581;75 - 117;29;B;RUE;POUCHET;115,75;105;3;Appartement
10582;75 - 118;136;;RUE;CHAMPIONNET;28,37;29;1;Appartement
10583;75 - 118;15;;RUE;DES CLOYS;16,22;16;1;Appartement
10584;75 - 118;44;;RUE;DU RUISSEAU;12,17;12;1;Appartement
10585;75 - 118;3;;RUE;LABAT;23,16;23;2;Appartement
10586;75 - 119;42;;RUE;D AUBERVILLIERS;13,37;13;1;Appartement
10587;75 - 119;142;;BD;DE LA VILLETTE;32,1;36;2;Appartement
10588;75 - 119;68;B;RUE;MANIN;53,92;60;3;Appartement
10589;75 - 119;44;;RUE;DE LA VILLETTE;80,33;60;3;Maison
10590;75 - 119;12;;ALL;LOUISE LABE;73,32;71;3;Appartement
10591;75 - 119;68;;AV;SIMON BOLIVAR;22,55;22;1;Appartement
10592;75 - 120;4;;RUE;DES COURONNES;57,54;57;2;Appartement
10593;75 - 120;19;;PAS;BOUDIN;13,64;15;1;Appartement
10594;75 - 120;116;;RUE;DE MENILMONTANT;26,01;26;2;Appartement
10595;75 - 120;12;;PAS;DES SOUPIRS;40;33;2;Appartement
10596;75 - 120;95;;RUE;DES MARAICHERS;60,66;61;3;Appartement
10597;76 - 108;1207;;RTE;DE NEUFCHATEL;56,55;56;2;Appartement
10598;76 - 276;8;;RUE;JEAN METADIER;54;54;2;Appartement
10599;76 - 341;4;;RUE;BAT DE L ORGE;79,96;80;4;Appartement
10600;76 - 540;13;;PL;SAINT MARC;29,34;25;2;Appartement
10601;76 - 540;31;;RUE;D ELBEUF;15,44;17;1;Appartement
10602;77 - 14;9001;;;AVE DE GAULLE 27 FOUGERES;66,53;67;4;Appartement
10603;77 - 24;75;;RUE;DES PEAULIERS;108,04;91;4;Appartement
10604;77 - 67;2;;SQ;DES PESSARDS;88,2;88;5;Maison
10605;77 - 67;3;;SQ;DES ROSEAUX;74,36;87;4;Maison
10606;77 - 79;1;B;RUE;DES CELESTINS;52,6;53;3;Appartement
10607;77 - 155;2;;RUE;DE LAGNY;61,91;62;3;Appartement
10608;77 - 243;10;;ALL;DES CATALPAS;82,12;74;4;Appartement
10609;77 - 251;1;;RUE;DU BOIS DU BRAY;60;59;3;Appartement
10610;77 - 268;2;;RUE;BOUCLE DES HESPERIDES;41,27;42;2;Appartement
